38.33
39.65
40.3
40.53
36.6
37.34
39.09
39.16
38.56
41.34
40.71
35.33
39.75
39.83
41.33
38.89
41.21
39.6
40.84
39.97
39.69
40.43
39.94
38.74
40.57
40.17
40.64
40.26
40.31
39.15
41.0
39.69
41.55
40.44
40.07
40.35
39.31
40.64
39.27
39.21
40.8
41.22
40.74
40.41
40.16
41.83
42.31
41.7
40.45
39.67
39.71
39.84
40.36
41.19
40.86
40.91
38.99
41.11
40.89
42.57
41.44
41.67
40.57
39.5
39.5
40.69
40.2
40.56
40.48
39.33
41.51
41.7
40.18

